SKU,In_TWG_Feed,In_WP_Feed,TWG_Stock,TWG_MSRP,TWG_DealerCost,Parsed_Size,Parsed_BoltPattern,Parsed_Offset,Parsed_CB,WP_PartNumber,WP_Brand,WP_Stock,Issue_Summary
C109309MB04,Yes,No,0,30.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109309MB05,Yes,No,0,30.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109309MB07,Yes,No,0,30.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109309MB09,Yes,No,0,30.99,15.0,,5-150,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109309RMB01,Yes,No,24,30.99,15.0,,4-137,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109309RMB02,Yes,No,44,30.99,15.0,,4-156,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109309RMB03,Yes,No,7,30.99,15.0,,5-114.3,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310MB02,Yes,No,0,30.99,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310MB04,Yes,No,0,30.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310MB05,Yes,No,14,30.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310MB07,Yes,No,16,30.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310MB09,Yes,No,0,30.99,15.0,,5-150,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310SMB01,Yes,No,11,30.99,15.0,,4-137,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109310SMB02,Yes,No,10,30.99,15.0,,4-156,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109311MB02,Yes,No,0,30.99,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109311MB04,Yes,No,0,30.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109311MB05,Yes,No,0,30.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109311MB07,Yes,No,1,30.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109312MB01,Yes,No,122,39.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109312MB02,Yes,No,32,30.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109312MB03,Yes,No,86,30.99,15.0,,8-170,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109312MB04,Yes,No,88,30.99,15.0,,8-170,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313C04,Yes,No,0,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313C05,Yes,No,56,39.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313C07,Yes,No,20,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313C10,Yes,No,20,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313MB04,Yes,No,113,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313MB05,Yes,No,59,39.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313MB07,Yes,No,173,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109313MB10,Yes,No,13,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109315MB01,Yes,No,37,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109315MB02,Yes,No,19,39.99,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109315MB03,Yes,No,0,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109315MB04,Yes,No,0,39.99,15.0,,8-170,,,,,,Not in Master WP Feed (likely missing technical metadata)
C109316MB01,Yes,No,0,39.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1913B,Yes,No,106,39.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1913C,Yes,No,61,39.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914B01,Yes,No,0,30.0,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914B02,Yes,No,38,30.0,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914B04,Yes,No,34,30.0,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914B05,Yes,No,0,30.0,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914C01,Yes,No,39,30.0,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914C02,Yes,No,60,30.0,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914C03,Yes,No,45,30.0,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914C04,Yes,No,11,30.0,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1914C05,Yes,No,0,30.0,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915B01,Yes,No,79,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915B02,Yes,No,69,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915B03,Yes,No,59,39.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915B05,Yes,No,46,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915B06,Yes,No,51,39.99,15.0,,8-180,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915C01,Yes,No,52,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915C02,Yes,No,61,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915C03,Yes,No,50,39.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915C05,Yes,No,21,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1915C06,Yes,No,25,39.99,15.0,,8-180,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1916B01,Yes,No,18,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1916B02,Yes,No,91,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1916B03,Yes,No,66,30.0,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1916B04,Yes,No,0,30.0,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1916B05,Yes,No,15,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1916B06,Yes,No,25,39.99,15.0,,8-180,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1917B01,Yes,No,32,39.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1917B02,Yes,No,32,39.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919B01,Yes,No,0,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919B02,Yes,No,15,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919B03,Yes,No,0,39.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919B04,Yes,No,0,39.99,15.0,,5-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919B05,Yes,No,24,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919B06,Yes,No,9,39.99,15.0,,8-180,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919R02,Yes,No,0,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919R03,Yes,No,0,39.99,15.0,,6-139.7,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919R05,Yes,No,21,39.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10AT1919R06,Yes,No,7,39.99,15.0,,8-180,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10C1414CHR,Yes,No,0,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR183B01,Yes,No,24,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR183B02,Yes,No,36,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR183BM01,Yes,No,36,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR183BM02,Yes,No,45,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR184B,Yes,No,39,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR184C,Yes,No,3,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185B01,Yes,No,3,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185B02,Yes,No,43,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185B03,Yes,No,164,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185BM01,Yes,No,48,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185BM02,Yes,No,20,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185BM03,Yes,No,60,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185C01,Yes,No,0,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185C02,Yes,No,1,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR185C03,Yes,No,0,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR190B01,Yes,No,62,30.0,15.0,,5-108,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR190B02,Yes,No,32,30.0,15.0,,5-112,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR190B03,Yes,No,16,30.0,15.0,,5-120,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR190B04,Yes,No,41,30.0,15.0,,5-100,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR190B05,Yes,No,76,30.0,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR191B01,Yes,No,62,30.0,15.0,,5-108,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR191B04,Yes,No,43,30.0,15.0,,5-100,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR192B01,Yes,No,197,30.0,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR192B02,Yes,No,6,30.0,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR193B01,Yes,No,71,30.0,15.0,,5-108,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR193B02,Yes,No,38,30.0,15.0,,5-112,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR193B03,Yes,No,0,30.0,15.0,,5-120,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR193B04,Yes,No,34,30.0,15.0,,5-100,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR194B01,Yes,No,49,30.0,15.0,,5-108,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR194B02,Yes,No,39,30.0,15.0,,5-112,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR194B03,Yes,No,27,30.0,15.0,,5-120,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR194B04,Yes,No,35,30.0,15.0,,5-100,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195B01,Yes,No,22,30.0,15.0,,5-108,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195B02,Yes,No,156,30.0,15.0,,5-112,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195B03,Yes,No,92,30.0,15.0,,5-120,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195B04,Yes,No,41,30.0,15.0,,5-100,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195MB01,Yes,No,0,30.0,15.0,,5-108,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195MB02,Yes,No,0,30.0,15.0,,5-112,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR195MB03,Yes,No,0,30.0,15.0,,5-120,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10KR197B,Yes,No,0,0.0,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM01B,Yes,No,240,30.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM01C,Yes,No,744,30.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM02C,Yes,No,139,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM03C,Yes,No,172,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM04B,Yes,No,100,30.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM04C,Yes,No,337,30.99,15.0,,8-165.1,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10PM06C,Yes,No,584,30.99,15.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10TS01B01,Yes,No,18,39.99,15.0,,6-120,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10TS01B02,Yes,No,20,39.99,15.0,,5-127,,,,,,Not in Master WP Feed (likely missing technical metadata)
C10TS01B03,Yes,No,5,39.99,15.0,,6-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C1330,Yes,No,0,10.89,4.95,,5-135,,,,,,Not in Master WP Feed (likely missing technical metadata)
C1331,Yes,No,1,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C1332,Yes,No,0,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C1334,Yes,No,16,30.99,15.0,,5-150,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7101,Yes,No,0,7.65,3.83,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7102,Yes,No,580,7.65,3.83,,5-100,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7103B,Yes,No,543,7.65,3.83,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7104,Yes,No,0,9.29,4.65,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7104A,Yes,No,190,9.81,4.91,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7105,Yes,No,151,7.65,3.83,,5-5,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7106,Yes,No,236,7.65,3.83,,5-5,,,,,,Not in Master WP Feed (likely missing technical metadata)
C7107,Yes,No,558,7.65,3.83,,,3,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP1214,Yes,No,3,33.0,16.5,,2-14,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP1215,Yes,No,64,33.0,16.5,,2-15,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP33,Yes,No,787,1.99,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP33-1,Yes,No,1,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP33-1B,Yes,No,0,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP33-2,Yes,No,2878,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP33-2B,Yes,No,1,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP425,Yes,No,0,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP425-1,Yes,No,1,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CAP425-1B,Yes,No,0,33.0,16.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO202S,Yes,No,80,8.93,4.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO203S,Yes,No,114,8.93,4.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO204S,Yes,No,194,8.93,4.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO206S,Yes,No,144,12.76,6.38,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO211S,Yes,No,16,15.31,7.66,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO212S,Yes,No,4,19.14,9.57,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO213S,Yes,No,23,14.04,7.02,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO218S,Yes,No,0,12.76,6.38,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO302S,Yes,No,3,15.31,7.66,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
CO402S,Yes,No,61,10.21,5.11,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19338,Yes,No,3,1799.99,1170.0,,0-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19338-HDW,Yes,No,17,360.0,234.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19339,Yes,No,10,999.99,650.0,,3-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19339-HDW,Yes,No,15,198.0,128.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19339-TRI,Yes,No,14,15.0,9.75,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19343,Yes,No,45,1099.99,715.0,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19343-HDW,Yes,No,9,185.0,120.25,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-19344,Yes,No,0,1249.99,812.5,,0-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-20338,Yes,No,46,1749.99,1137.5,,0-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-20339,Yes,No,77,1749.99,1137.5,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-20339-HDW,Yes,No,7,492.0,319.8,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-21339,Yes,No,9,1249.99,812.5,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-2963,Yes,No,13,999.99,650.0,,0-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-2964,Yes,No,19,999.99,650.0,,9-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-2966,Yes,No,38,999.99,650.0,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-3163,Yes,No,32,999.99,650.0,,0-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-4122,Yes,No,1,604.0,392.6,,9-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-4200,Yes,No,119,499.99,325.0,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-4200-HDW,Yes,No,0,77.0,50.05,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DG-4201,Yes,No,37,499.99,325.0,,9-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-BOLT01,Yes,No,177980,1.69,0.35,,6-18,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-BOLT05,Yes,No,14811,1.69,0.35,,6-18,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-BOLT06,Yes,No,976,1.69,0.35,,6-18,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-HDWR01K24,Yes,No,4812,20.95,12.5,,4-17,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-HDWR01K24-B,Yes,No,539,20.95,12.5,,4-17,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-HDWR01K24-W,Yes,No,1321,20.95,12.5,,4-17,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-HDWR01K28,Yes,No,0,20.95,12.5,,4-20,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-HDWR02K20,Yes,No,0,20.95,12.5,,2-14,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-WASHER01,Yes,No,54158,1.19,0.1,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-WASHER02,Yes,No,17172,1.19,0.1,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DL-WASHER03,Yes,No,9976,1.19,0.1,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
DSF6124-HARDWARE,Yes,No,0,22.0,14.3,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
EXSELL-033,Yes,No,389,330.0,214.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
FB-19534,Yes,No,12,1259.99,819.0,,1-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
FB-2965,Yes,No,21,999.99,650.0,,1-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
FB-2965-HDW,Yes,No,10,150.0,97.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
